location_name,lat,long,count
পিরোজপুর পিরোজপুর সদর,22.5960257,89.9813445,128
পিরোজপুর ভান্ডারিয়া,22.4410669,90.0093266,63
পিরোজপুর নাজিরপুর,22.7867163,89.9813445,23
পিরোজপুর কাউখালী,22.6079392,90.04665589999999,22
পিরোজপুর নেছারাবাদ,22.7449644,90.1167463,9
পিরোজপুর জিয়ানগর,22.4857641,89.9603461,1
পিরোজপুর মঠবাড়ীয়া,22.2920455,89.9580123,0
ঢাকা ঢাকা,23.8820139,90.2807868,12512
ঢাকা সাভার,23.8820139,90.2807868,140
ঢাকা দোহার,23.6181867,90.11966950000001,29
ঢাকা নবাবগঞ্জ,23.6917874,90.1682271,18
ঢাকা ধামরাই,23.9059494,90.1869644,8
ঢাকা কেরাণীগঞ্জ,23.7033938,90.3465971,0
গাইবান্ধা গাইবান্ধা সদর,25.3542429,89.5686271,78
গাইবান্ধা সুন্দরগঞ্জ,25.5643622,89.5190902,57
গাইবান্ধা গোবিন্দগঞ্জ,25.1404178,89.436391,20
গাইবান্ধা পলাশবাড়ী,25.2706473,89.389057,17
গাইবান্ধা ফুলছড়ি,25.2596237,89.64399240000002,14
গাইবান্ধা সাঘাটা,25.1171412,89.5686271,6
গাইবান্ধা সাদুল্লাপুর,25.3909385,89.46594619999999,1
লালমনিরহাট লালমনিরহাট সদর,25.8748188,89.4553088,50
লালমনিরহাট হাতীবান্ধা,26.1422221,89.1348697,20
লালমনিরহাট কালীগঞ্জ,25.9685979,89.2657266,13
লালমনিরহাট আদিতমারী,25.9218264,89.3795835,7
লালমনিরহাট পাটগ্রাম,26.3569512,89.0083726,6
পাবনা পাবনা সদর,24.0232644,89.2657266,144
পাবনা ফরিদপুর,24.1667488,89.4553088,120
পাবনা সাঁথিয়া,24.0555192,89.54921259999999,52
পাবনা সুজানগর,23.9421529,89.4210136,44
পাবনা বেড়া,24.076563,89.61457,33
পাবনা ঈশ্বরদী,24.0700317,89.1134166,31
পাবনা চাটমোহর,24.2136905,89.3037147,30
পাবনা ভাঙ্গুড়া,24.2497923,89.40799729999999,9
পাবনা আটঘরিয়া,24.1182123,89.2277026,8
সিরাজগঞ্জ সিরাজগঞ্জ,24.4526459,89.68162079999999,472
সিরাজগঞ্জ কামারখন্দ,24.3931712,89.65340289999999,59
সিরাজগঞ্জ শাহজাদপুর,24.19094,89.5874819,50
সিরাজগঞ্জ উল্লাপাড়া,24.3571916,89.5308903,17
সিরাজগঞ্জ রায়গঞ্জ,24.4997791,89.5308903,14
সিরাজগঞ্জ কাজীপুর,24.6902079,89.68162079999999,12
সিরাজগঞ্জ বেলকুচি,24.3101137,89.7192132,11
সিরাজগঞ্জ তাড়াশ,24.4308914,89.3724769,11
সিরাজগঞ্জ চৌহালি,24.072394,89.7567693,2
গোপালগঞ্জ গোপালগঞ্জ সদর,23.0488146,89.8879304,90
গোপালগঞ্জ কোটালীপাড়া,23.0488497,90.0373201,78
গোপালগঞ্জ মুকসুদপুর,23.2632379,89.9066314,19
গোপালগঞ্জ কাশিয়ানী,23.1678457,89.7942892,2
গোপালগঞ্জ টুংগীপাড়া,22.9073374,89.89845079999999,0
ঝিনাইদহ ঝিনাইদহ সদর,23.499124,89.1515476,132
ঝিনাইদহ কালীগঞ্জ,23.3562518,89.1515476,53
ঝিনাইদহ হরিণাকুন্ডু,23.6415283,89.0752499,34
ঝিনাইদহ শৈলকুপা,23.6840828,89.2419658,14
ঝিনাইদহ কোটচাঁদপুর,23.4075287,89.0119581,6
ঝিনাইদহ মহেশপুর,23.3303492,88.8263006,4
মাগুরা মাগুরা সদর,23.452716,89.41746409999999,141
মাগুরা শালিখা,23.3571618,89.341667,35
মাগুরা শ্রীপুর,23.5955714,89.41746409999999,20
মাগুরা মহম্মদপুর,23.4055777,89.5686271,15
কুমিল্লা কুমিল্লা সদর,23.4613841,91.1640968,135
কুমিল্লা চান্দিনা,23.4892481,91.00836369999999,58
কুমিল্লা চৌদ্দগ্রাম,23.3057897,91.26984750000001,50
কুমিল্লা মুরাদনগর,23.7128182,90.9438468,44
কুমিল্লা নাঙ্গলকোট,23.1694062,91.1977158,43
কুমিল্লা বুড়িচং,23.5450599,91.1161166,40
কুমিল্লা লাকসাম,23.2116858,91.1161166,38
কুমিল্লা দাউদকান্দি,23.4995179,90.7722974,29
কুমিল্লা সদর দক্ষিণ,23.3066766,91.15449629999999,25
কুমিল্লা দেবিদ্বার,23.593449,91.0011902,24
কুমিল্লা হোমনা,23.6824728,90.78329079999999,21
কুমিল্লা মনোহরগঞ্জ,23.1166708,91.07777229999999,10
কুমিল্লা তিতাস,23.5947484,90.7722974,7
কুমিল্লা ব্রাহ্মণপাড়া,23.6225266,91.1017334,7
কুমিল্লা মেঘনা,23.6248412,90.70103189999999,3
কুমিল্লা বরুড়া,23.3551064,91.0394635,2
নীলফামারী নীলফামারী সদর,25.9893628,88.8263006,55
নীলফামারী সৈয়দপুর,25.7829542,88.8982666,23
নীলফামারী ডোমার,26.1546619,88.8070886,20
নীলফামারী কিশোরগঞ্জ,25.9202129,89.0752499,17
নীলফামারী জলঢাকা,26.0196636,89.0165912,16
নীলফামারী ডিমলা,26.1439608,88.9509626,12
ব্রাহ্মণবাড়িয়া ব্রাহ্মণবাড়িয়া সদর,23.9258247,91.1161166,74
ব্রাহ্মণবাড়িয়া আশুগঞ্জ,24.0334642,91.02989180000002,40
